CASM    Generic wetland environmental data Apr 2016  S.M. Bartell                                             
                    Te      Th     I0      N       P       Si      depth   velocityTIS     POCe    wind    sal
        DOY         C       C      eins/m2 mg/L    mg/L    mg/L    m       m/s     mg/L    mg/L    m/s     psu
     102  10.330  10.330  63.520   1.167   0.224   9.874   0.402   0.000  18.260   7.290   4.110   0.000
     103  10.670  10.670  53.840   2.253   0.160   9.750   0.339   0.000  10.840   4.330   6.900   0.000
     104  12.000  12.000  59.240   1.649   0.216   9.030   0.552   0.000  80.070  31.950   2.110   0.000
     105  14.000  14.000  71.080   1.654   0.304  10.302   0.435   0.000  35.090  14.010   2.560   0.000
     106  14.000  14.000  69.940   1.555   0.208  10.830   0.351   0.000  11.700   4.670   4.540   0.000
     107  13.330  13.330  52.560   1.366   0.128   9.834   0.316   0.000  10.860   4.330   5.600   0.000
     108  13.000  13.000  75.930   1.272   0.056   8.902   0.312   0.000   6.720   2.680   4.160   0.000
     109  13.330  13.330  69.230   1.204   0.048   7.816   0.296   0.000   5.290   2.110   1.190   0.000
     110  13.670  13.670  78.610   1.145   0.040   8.040   0.289   0.000   3.090   1.230   2.040   0.000
     111  13.670  13.670  88.780   1.181   0.024   7.828   0.284   0.000   3.700   1.480   2.430   0.000
     112  14.330  14.330  69.940   0.724   0.072   4.335   0.364   0.000  87.720  35.010   4.430   0.000
     113  15.000  15.000  73.660   0.950   0.112   5.880   0.402   0.000   8.540   3.410   4.300   0.000
     114  14.330  14.330  66.890   0.915   0.152   5.610   0.399   0.000   9.970   3.980   3.210   0.000
     115  14.000  14.000  79.990   0.842   0.176   3.898   0.346   0.000   8.760   3.500   3.850   0.000
     116  14.000  14.000  78.630   0.736   0.104   3.580   0.301   0.000   7.290   2.910   1.430   0.000
     117  16.000  16.000  76.760   0.609   0.184   4.568   0.313   0.000  32.510  12.980   3.280   0.000
     118  17.670  17.670  74.090   0.653   0.184   5.720   0.313   0.000   8.050   3.210   4.180   0.000
     119  18.000  18.000  67.070   1.017   0.304   7.256   0.506   0.000   4.110   1.640   2.360   0.000
     120  17.330  17.330  63.060   0.769   0.400   8.382   0.355   0.000  12.690   5.060   6.160   0.000
     121  17.670  17.670  80.650   1.140   0.264   8.868   0.437   0.000  13.480   6.840   9.260   0.000
     122  16.670  16.670  84.640   0.889   0.248   8.418   0.535   0.000  46.590  23.660   4.180   0.000
     123  16.330  16.330  77.270   0.722   0.080   8.112   0.482   0.000  41.800  21.230   6.400   0.000
     124  16.330  16.330  92.480   0.773   0.168   6.708   0.398   0.000   8.080   4.100   3.560   0.000
     125  16.330  16.330  83.040   0.616   0.088   5.950   0.258   0.000   4.390   2.230   6.940   0.000
     126  16.670  16.670  83.520   1.013   0.208   7.335   0.332   0.000  14.280   7.250   6.840   0.000
     127  16.000  16.000  74.020   0.801   0.104   4.073   0.270   0.000   6.120   3.110   1.940   0.000
     128  17.000  17.000  69.650   0.688   0.080   7.270   0.262   0.000   6.730   3.420   4.340   0.000
     129  16.670  16.670  75.160   0.672   0.080   7.620   0.260   0.000   5.720   2.900   5.860   0.000
     130  16.670  16.670  85.080   0.733   0.056   7.942   0.271   0.000   6.420   3.260   6.580   0.000
     131  17.000  17.000  82.770   1.022   0.240   5.250   0.347   0.000  16.710   8.490   4.750   0.000
     132  17.670  17.670  90.940   0.718   0.208   5.980   0.413   0.000  15.170   7.700   6.650   0.000
     133  19.000  19.000  76.620   0.678   0.136   5.820   0.298   0.000   7.190   3.650   2.690   0.000
     134  20.000  20.000  70.770   0.426   0.088   5.190   0.256   0.000   7.060   3.590   2.900   0.000
     135  19.670  19.670  73.350   0.413   0.072   5.247   0.252   0.000   6.100   3.100   7.000   0.000
     136  18.670  18.670 100.400   0.960   0.256   6.490   0.330   0.000   9.860   5.010   5.350   0.000
     137  18.000  18.000  84.950   0.979   0.168   5.933   0.287   0.000  10.530   5.350   5.210   0.000
     138  17.330  17.330  70.080   2.135   0.392   9.173   0.354   0.000  16.320   8.290   4.070   0.000
     139  17.330  17.330  65.850   2.531   0.208  10.027   0.291   0.000   5.710   2.900   5.960   0.000
     140  18.000  18.000  81.800   1.699   0.168   8.955   0.273   0.000   3.600   1.830   3.020   0.000
     141  19.000  19.000  82.400   2.248   0.128   8.357   0.266   0.000   6.670   3.390   4.350   0.000
     142  18.670  18.670  90.640   1.643   0.216   7.645   0.299   0.000   6.170   3.130   2.810   0.000
     143  19.000  19.000  76.740   1.320   0.328   7.028   0.280   0.000   7.100   3.610   2.010   0.000
     144  19.330  19.330  93.690   0.938   0.152   8.006   0.290   0.000  53.660  27.240   2.890   0.000
     145  19.670  19.670  71.720   1.128   0.312   7.358   0.479   0.000  47.140  23.940   3.910   0.000
     146  20.330  20.330  86.850   0.953   0.072   7.370   0.250   0.000   5.860   2.970   7.130   0.000
     147  20.330  20.330  85.300   0.627   0.432   7.380   0.306   0.000  13.670   6.940   6.780   0.000
     148  20.000  20.000  67.330   1.353   0.288   6.070   0.306   0.000  17.810   9.040   5.130   0.000
     149  19.670  19.670  73.040   3.328   0.264   7.783   0.314   0.000  18.600   9.450   5.600   0.000
     150  19.330  19.330  69.640   2.582   0.328   9.116   0.287   0.000  14.770   7.500   3.880   0.000
     151  18.330  18.330  95.620   2.425   0.216   9.535   0.285   0.000  18.590   9.440   3.450   0.000
     152  18.670  18.670  78.420   1.560   0.072   8.188   0.261   0.000   9.260   5.380   7.860   0.000
     153  18.670  18.670  89.280   1.273   0.168   7.446   0.389   0.000  47.580  27.640   4.520   0.000
     154  19.000  19.000  79.110   1.192   0.184   7.510   0.370   0.000  18.850  10.950   5.750   0.000
     155  20.000  20.000  88.670   0.761   0.176   8.308   0.298   0.000  13.310   7.730   3.960   0.000
     156  19.670  19.670  88.540   1.179   0.152   7.668   0.277   0.000  11.400   6.620   3.590   0.000
     157  21.000  21.000  85.400   1.012   0.128   7.784   0.269   0.000  11.750   6.830   4.330   0.000
     158  20.670  20.670  94.340   1.052   0.176   6.993   0.278   0.000  12.100   7.030   5.110   0.000
     159  22.000  22.000  97.810   0.899   0.288   7.453   0.342   0.000  35.070  20.370   4.510   0.000
     160  23.000  23.000  87.020   1.461   0.152   6.020   0.281   0.000  14.420   8.380   4.330   0.000
     161  23.000  23.000  99.740   1.134   0.160   6.023   0.267   0.000  12.810   7.440   0.730   0.000
     162  23.670  23.670 112.090   0.588   0.304   8.095   0.230   0.000  12.850   7.460   1.540   0.000
     163  23.670  23.670  94.630   1.720   0.232   8.545   0.267   0.000  12.350   7.180   2.740   0.000
     164  23.000  23.000  93.680   2.402   0.208   8.495   0.249   0.000  24.220  14.070   2.450   0.000
     165  24.000  24.000  91.800   1.480   0.384   9.043   0.243   0.000  25.610  14.880   4.640   0.000
     166  24.000  24.000  83.120   1.117   0.528   8.233   0.230   0.000  25.000  14.530   2.870   0.000
     167  23.000  23.000  73.600   0.943   0.512   7.993   0.230   0.000  19.130  11.120   5.890   0.000
     168  23.000  23.000  98.520   1.331   0.352   8.393   0.229   0.000  27.450  15.950   3.110   0.000
     169  23.670  23.670  99.820   2.420   0.184  10.740   0.354   0.000   7.840   4.560   3.030   0.000
     170  24.330  24.330  78.840   2.570   0.176  11.053   0.261   0.000  10.230   5.940   3.230   0.000
     171  23.330  23.330  90.060   0.342   0.048   9.250   0.228   0.000  13.190   7.670   4.390   0.000
     172  23.330  23.330  95.680   0.616   0.160  10.153   0.227   0.000  21.890  12.720   4.890   0.000
     173  23.670  23.670 104.840   0.528   0.472   9.240   0.227   0.000  68.210  39.630   2.910   0.000
     174  24.000  24.000  94.630   1.372   0.264   9.607   0.227   0.000  25.420  14.770   1.660   0.000
     175  24.670  24.670  94.510   1.051   0.240  10.240   0.227   0.000  19.030  11.050   3.650   0.000
     176  25.330  25.330 107.110   1.388   0.384   8.583   0.228   0.000  65.620  38.120   5.940   0.000
     177  24.670  24.670 112.070   1.134   0.280   9.297   0.246   0.000  19.510  11.330   2.850   0.000
     178  24.330  24.330  95.490   0.912   0.216   8.877   0.246   0.000  17.710  10.290   1.930   0.000
     179  25.000  25.000  88.580   0.658   0.216   9.905   0.227   0.000  18.600  10.810   2.650   0.000
     180  24.000  24.000  69.060   0.683   0.264   9.163   0.228   0.000  20.120  11.690   3.320   0.000
     181  24.330  24.330  74.920   0.839   0.392  10.003   0.227   0.000  17.680  10.270   3.860   0.000
     182  24.330  24.330  94.880   0.698   0.328  10.370   0.227   0.000  13.140   8.330   2.500   0.000
     183  24.000  24.000  86.240   0.966   0.320  10.422   0.455   0.000  31.990  20.270   3.260   0.000
     184  23.670  23.670  92.080   1.016   0.088  10.975   0.235   0.000  10.520   6.670   4.690   0.000
     185  24.330  24.330  73.150   1.143   0.248  11.362   0.249   0.000  14.450   9.160   4.350   0.000
     186  25.000  25.000  80.670   1.116   0.288  10.326   0.249   0.000 127.120  80.550   2.690   0.000
     187  24.330  24.330  95.490   2.029   0.344  10.906   0.242   0.000  32.170  20.390   3.130   0.000
     188  24.000  24.000 104.280   1.575   0.288  11.274   0.250   0.000  19.050  12.070   2.340   0.000
     189  23.670  23.670  92.910   1.634   0.304  11.580   0.232   0.000  11.740   7.440   4.660   0.000
     190  24.330  24.330  78.790   1.306   0.248  11.602   0.229   0.000  12.930   8.190   4.670   0.000
     191  24.670  24.670  99.990   1.084   0.224  11.064   0.260   0.000  18.190  11.530   2.710   0.000
     192  24.670  24.670  95.600   1.273   0.400  10.438   0.325   0.000  20.540  13.020   1.670   0.000
     193  25.670  25.670  95.400   1.327   0.280  11.154   0.240   0.000  13.690   8.680   0.680   0.000
     194  26.000  26.000  98.160   1.313   0.240  11.032   0.229   0.000  15.180   9.620   1.440   0.000
     195  26.000  26.000 111.970   0.778   0.216  11.356   0.228   0.000  11.950   7.570   3.660   0.000
     196  26.000  26.000  98.270   0.593   0.192  11.510   0.227   0.000  11.930   7.560   3.220   0.000
     197  25.670  25.670  98.700   0.405   0.136  11.614   0.227   0.000  13.010   8.250   2.280   0.000
     198  25.670  25.670  92.800   0.309   0.152  11.518   0.227   0.000  12.180   7.720   3.630   0.000
     199  25.670  25.670  89.510   0.311   0.184  10.776   0.229   0.000  22.460  14.240   2.960   0.000
     200  26.000  26.000  85.760   0.291   0.144  10.904   0.227   0.000  11.860   7.510   3.650   0.000
     201  26.000  26.000  84.350   0.233   0.160  11.208   0.227   0.000  10.610   6.730   1.800   0.000
     202  26.670  26.670  93.790   0.593   0.256  10.670   0.227   0.000  16.150  10.230   1.720   0.000
     203  26.670  26.670  82.370   0.712   0.368  10.752   0.229   0.000  22.060  13.980   3.020   0.000
     204  26.000  26.000  98.680   0.472   0.232  11.838   0.227   0.000  15.080   9.550   3.670   0.000
     205  27.000  27.000  95.450   0.509   0.232  12.460   0.228   0.000  11.540   7.310   3.700   0.000
     206  27.670  27.670  94.180   0.448   0.200  13.695   0.232   0.000  11.850   7.510   1.150   0.000
     207  27.000  27.000  81.410   0.245   0.144  12.402   0.227   0.000  11.060   7.010   3.290   0.000
     208  26.670  26.670  77.590   0.195   0.128  11.938   0.235   0.000  16.160  10.240   2.460   0.000
